ph,N,P,K,Moisture (%),Recommendations,Crop
6.690655045,33,75,21,30,['Reduce P'],blackgram
7.423530351,22,55,20,30,['Reduce P'],blackgram
6.578714842999999,20,68,17,30,['Reduce P'],blackgram
7.497469256,43,68,20,30,['Reduce P'],blackgram
7.775306272000001,44,76,22,30,"['Reduce ph', 'Reduce P']",blackgram
7.322555222999999,34,60,16,30,['Reduce P'],blackgram
7.580527339,21,72,17,30,"['Reduce ph', 'Reduce P']",blackgram
7.1084501210000015,25,68,19,30,['Reduce P'],blackgram
7.358974541,41,62,15,30,['Reduce P'],blackgram
7.405176138,28,65,23,30,['Reduce P'],blackgram
6.500144962,35,64,15,30,['Reduce P'],blackgram
7.167435834,52,58,16,30,"['Reduce N', 'Reduce P']",blackgram
7.261791753,58,75,25,30,"['Reduce N', 'Reduce P']",blackgram
7.586642101,34,66,19,30,"['Reduce ph', 'Reduce P']",blackgram
7.534811832999999,52,70,16,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
7.251000789,23,57,19,30,['Reduce P'],blackgram
6.513620917999999,42,58,25,30,['Reduce P'],blackgram
7.121254928,37,62,17,30,['Reduce P'],blackgram
7.574561547,44,75,22,30,"['Reduce ph', 'Reduce P']",blackgram
7.350869792,21,80,20,30,['Reduce P'],blackgram
7.5131510760000015,56,76,16,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
7.0256077060000015,29,76,15,30,['Reduce P'],blackgram
6.804253866,43,61,20,30,['Reduce P'],blackgram
7.163043872,55,60,15,30,"['Reduce N', 'Reduce P']",blackgram
7.338929556,44,63,15,30,['Reduce P'],blackgram
6.621323612,29,67,21,30,['Reduce P'],blackgram
6.661870999,47,63,16,30,['Reduce P'],blackgram
7.733149554,40,68,17,30,"['Reduce ph', 'Reduce P']",blackgram
7.402891666,58,61,15,30,"['Reduce N', 'Reduce P']",blackgram
6.599147297999999,41,74,18,30,['Reduce P'],blackgram
7.04174124,58,79,17,30,"['Reduce N', 'Reduce P']",blackgram
7.353876754,27,62,24,30,['Reduce P'],blackgram
7.026795358999999,27,60,17,30,['Reduce P'],blackgram
6.814301033,52,65,20,30,"['Reduce N', 'Reduce P']",blackgram
7.42160832,44,55,25,30,['Reduce P'],blackgram
6.8473828910000005,21,62,24,30,['Reduce P'],blackgram
7.191522601,60,59,22,30,"['Reduce N', 'Reduce P']",blackgram
7.01285529,33,77,21,30,['Reduce P'],blackgram
7.368318809,59,58,17,30,"['Reduce N', 'Reduce P']",blackgram
7.26154329,29,63,17,30,['Reduce P'],blackgram
6.52669158,59,63,18,30,"['Reduce N', 'Reduce P']",blackgram
6.872594461,29,70,15,30,['Reduce P'],blackgram
6.874142175,58,73,16,30,"['Reduce N', 'Reduce P']",blackgram
7.76061831,55,77,22,30,"['Reduce ph', 'Reduce N', 'Reduce P']",blackgram
6.781841984,42,79,23,30,['Reduce P'],blackgram
7.326980454,44,77,21,30,['Reduce P'],blackgram
7.453975408,38,62,25,30,['Reduce P'],blackgram
7.604110177000001,32,76,15,30,"['Reduce ph', 'Reduce P']",lentil
7.728832424,13,61,22,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
7.491217102,38,60,20,30,['Reduce P'],lentil
6.633864582,11,74,17,30,"['Increase N', 'Reduce P']",lentil
7.324863481,37,71,16,30,['Reduce P'],lentil
6.410441476,29,71,18,30,['Reduce P'],lentil
7.836719564,2,72,18,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
6.139215944,6,59,21,30,"['Increase N', 'Reduce P']",lentil
6.590571088,13,64,20,30,"['Increase N', 'Reduce P']",lentil
7.286049977999999,8,58,17,30,"['Increase N', 'Reduce P']",lentil
6.058306161,6,77,20,30,"['Increase N', 'Reduce P']",lentil
6.658605362,2,75,22,30,"['Increase N', 'Reduce P']",lentil
7.299360767,3,69,23,30,"['Increase N', 'Reduce P']",lentil
7.815210661,27,80,24,30,"['Reduce ph', 'Reduce P']",lentil
5.925391795,39,78,15,30,"['Increase ph', 'Reduce P']",lentil
6.403683619,40,79,17,30,['Reduce P'],lentil
7.397546271,37,62,22,30,['Reduce P'],lentil
7.722335992,31,60,24,30,"['Reduce ph', 'Reduce P']",lentil
7.475926645,22,67,22,30,['Reduce P'],lentil
6.887130053,3,78,18,30,"['Increase N', 'Reduce P']",lentil
7.441976825,4,80,16,30,"['Increase N', 'Reduce P']",lentil
7.629910252999999,13,61,24,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
7.336117221,12,66,20,30,"['Increase N', 'Reduce P']",lentil
6.75020529,4,61,21,30,"['Increase N', 'Reduce P']",lentil
7.52178027,9,60,21,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
6.347379185,18,66,22,30,"['Increase N', 'Reduce P']",lentil
7.135251532000001,32,56,18,30,['Reduce P'],lentil
7.670178119,6,72,15,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
7.399749291,15,77,20,30,"['Increase N', 'Reduce P']",lentil
7.841496029,0,65,24,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
6.254216611,30,79,22,30,['Reduce P'],lentil
6.868881707999999,3,63,16,30,"['Increase N', 'Reduce P']",lentil
7.320514721,2,78,23,30,"['Increase N', 'Reduce P']",lentil
6.296976913,10,78,18,30,"['Increase N', 'Reduce P']",lentil
7.241151936,14,67,25,30,"['Increase N', 'Reduce P']",lentil
7.685959305,39,65,23,30,"['Reduce ph', 'Reduce P']",lentil
6.890760124,19,72,15,30,"['Increase N', 'Reduce P']",lentil
6.155915975,18,57,21,30,"['Increase N', 'Reduce P']",lentil
6.167855382000001,31,58,15,30,['Reduce P'],lentil
6.861640036,28,58,25,30,['Reduce P'],lentil
6.978361689,5,65,19,30,"['Increase N', 'Reduce P']",lentil
7.043160241,16,65,19,30,"['Increase N', 'Reduce P']",lentil
5.94239222,34,65,19,30,"['Increase ph', 'Reduce P']",lentil
7.239455147,14,69,19,30,"['Increase N', 'Reduce P']",lentil
6.516317561,22,55,16,30,['Reduce P'],lentil
6.233269045,24,61,17,30,['Reduce P'],lentil
7.505283615,2,79,15,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
6.950300686,26,63,17,30,['Reduce P'],lentil
6.958054839,27,61,15,30,['Reduce P'],lentil
6.54803469,24,70,16,30,['Reduce P'],lentil
6.461618577,13,74,25,30,"['Increase N', 'Reduce P']",lentil
7.065264073,6,64,23,30,"['Increase N', 'Reduce P']",lentil
6.765091462000001,12,58,23,30,"['Increase N', 'Reduce P']",lentil
5.91645379,32,79,22,30,"['Increase ph', 'Reduce P']",lentil
6.711341147000001,6,68,18,30,"['Increase N', 'Reduce P']",lentil
6.379881442,10,79,20,30,"['Increase N', 'Reduce P']",lentil
6.313284267999999,38,77,22,30,['Reduce P'],lentil
7.393210848,17,74,17,30,"['Increase N', 'Reduce P']",lentil
7.504930973,26,68,24,30,"['Reduce ph', 'Reduce P']",lentil
7.198076286,23,75,17,30,['Reduce P'],lentil
7.007037515,32,78,22,30,['Reduce P'],lentil
6.677262562,19,79,19,30,"['Increase N', 'Reduce P']",lentil
6.74398035,22,60,18,30,['Reduce P'],lentil
6.547361617999999,28,69,16,30,['Reduce P'],lentil
6.551577598,1,67,21,30,"['Increase N', 'Reduce P']",lentil
6.585020302999999,12,67,23,30,"['Increase N', 'Reduce P']",lentil
6.924042372000001,36,67,20,30,['Reduce P'],lentil
7.437373666,28,70,21,30,['Reduce P'],lentil
7.142611056000002,12,71,19,30,"['Increase N', 'Reduce P']",lentil
7.74672376,22,68,16,30,"['Reduce ph', 'Reduce P']",lentil
6.300479414,26,66,22,30,['Reduce P'],lentil
6.078724107,16,65,16,30,"['Increase N', 'Reduce P']",lentil
6.76660668,14,59,22,30,"['Increase N', 'Reduce P']",lentil
7.641024177,33,59,19,30,"['Reduce ph', 'Reduce P']",lentil
6.559681838,21,63,17,30,['Reduce P'],lentil
7.072923306,0,69,21,30,"['Increase N', 'Reduce P']",lentil
7.732194787999999,10,75,17,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
6.157782589,30,61,18,30,['Reduce P'],lentil
7.240988401,0,74,17,30,"['Increase N', 'Reduce P']",lentil
6.898905799,35,74,22,30,['Reduce P'],lentil
6.818681086000002,7,63,24,30,"['Increase N', 'Reduce P']",lentil
6.261937875,9,56,17,30,"['Increase N', 'Reduce P']",lentil
6.493036868,14,74,15,30,"['Increase N', 'Reduce P']",lentil
7.042474679,14,76,20,30,"['Increase N', 'Reduce P']",lentil
7.692013657,36,65,16,30,"['Reduce ph', 'Reduce P']",lentil
6.250994222999999,28,67,21,30,['Reduce P'],lentil
6.0521848810000005,28,79,16,30,['Reduce P'],lentil
7.002216044,40,61,22,30,['Reduce P'],lentil
7.272427638,10,70,19,30,"['Increase N', 'Reduce P']",lentil
5.962001484,12,80,19,30,"['Increase ph', 'Increase N', 'Reduce P']",lentil
7.080506001,37,77,20,30,['Reduce P'],lentil
6.5937983870000005,0,67,22,30,"['Increase N', 'Reduce P']",lentil
7.28805662,7,73,25,30,"['Increase N', 'Reduce P']",lentil
7.32710972,10,56,18,30,"['Increase N', 'Reduce P']",lentil
6.366355781,39,70,15,30,['Reduce P'],lentil
7.011121216,26,56,22,30,['Reduce P'],lentil
6.280725549,9,77,17,30,"['Increase N', 'Reduce P']",lentil
7.621494566,4,59,19,30,"['Reduce ph', 'Increase N', 'Reduce P']",lentil
7.630424082999999,34,73,15,30,"['Reduce ph', 'Reduce P']",lentil
7.802212437,33,77,15,30,"['Reduce ph', 'Reduce P']",lentil
5.922935513,2,24,38,30,"['Increase ph', 'Increase N']",pomegranate
5.937649577999999,6,18,37,30,"['Increase ph', 'Increase N']",pomegranate
6.804781106,8,26,36,30,['Increase N'],pomegranate
6.424670614,37,18,39,30,[],pomegranate
6.7380162210000005,0,27,38,30,['Increase N'],pomegranate
6.4973666770000005,31,25,38,30,[],pomegranate
6.327673765,21,21,38,30,[],pomegranate
6.36137446,6,30,40,30,['Increase N'],pomegranate
6.9235093710000015,25,27,41,30,[],pomegranate
6.630646082999999,15,11,38,30,"['Increase N', 'Increase P']",pomegranate
5.832525853,14,5,36,30,"['Increase ph', 'Increase N', 'Increase P']",pomegranate
6.738993954,16,10,41,30,"['Increase N', 'Increase P']",pomegranate
5.782435567,36,7,37,30,"['Increase ph', 'Increase P']",pomegranate
6.537042717,4,20,41,30,['Increase N'],pomegranate
6.145104401,29,22,40,30,[],pomegranate
6.890784045,16,15,42,30,['Increase N'],pomegranate
7.175344328,18,27,41,30,['Increase N'],pomegranate
5.938528744,11,18,42,30,"['Increase ph', 'Increase N']",pomegranate
5.709380472,5,15,38,30,"['Increase ph', 'Increase N']",pomegranate
6.184400085,18,23,44,30,['Increase N'],pomegranate
6.553509673,9,8,40,30,"['Increase N', 'Increase P']",pomegranate
5.885638185,40,27,45,30,['Increase ph'],pomegranate
6.1438746910000015,22,23,44,30,[],pomegranate
6.101198974,9,16,39,30,['Increase N'],pomegranate
6.594037135,12,29,40,30,['Increase N'],pomegranate
6.8598408210000015,0,17,42,30,['Increase N'],pomegranate
6.56893406,2,21,44,30,['Increase N'],pomegranate
6.769855664,28,6,40,30,['Increase P'],pomegranate
7.130837931,8,23,44,30,['Increase N'],pomegranate
5.7403380020000006,29,16,36,30,['Increase ph'],pomegranate
5.843005428,17,18,43,30,"['Increase ph', 'Increase N']",pomegranate
6.648687273999999,34,21,42,30,[],pomegranate
6.902751061,21,23,42,30,[],pomegranate
6.608023872,25,17,40,30,[],pomegranate
6.828522375,8,25,36,30,['Increase N'],pomegranate
6.910374919,26,18,42,30,[],pomegranate
6.306605528,4,19,42,30,['Increase N'],pomegranate
7.009180374,36,24,41,30,[],pomegranate
6.297907578999999,5,24,40,30,['Increase N'],pomegranate
6.728599215,19,17,39,30,['Increase N'],pomegranate
6.965156737999999,39,30,38,30,[],pomegranate
5.578095745,5,29,44,30,"['Increase ph', 'Increase N']",pomegranate
7.199504273,4,24,43,30,['Increase N'],pomegranate
5.841367187,38,21,35,30,['Increase ph'],pomegranate
6.710143266,37,11,36,30,['Increase P'],pomegranate
5.972714857000001,9,25,41,30,"['Increase ph', 'Increase N']",pomegranate
5.561851831,29,22,43,30,['Increase ph'],pomegranate
6.107054807999999,5,21,38,30,['Increase N'],pomegranate
6.988035315,22,26,38,30,[],pomegranate
7.13147457,4,18,37,30,['Increase N'],pomegranate
7.086947687,21,6,41,30,['Increase P'],pomegranate
6.749260456,29,21,45,30,[],pomegranate
7.16300467,23,5,44,30,['Increase P'],pomegranate
7.013481515,13,7,43,30,"['Increase N', 'Increase P']",pomegranate
5.648243648999999,5,13,37,30,"['Increase ph', 'Increase N', 'Increase P']",pomegranate
6.610251186,27,24,41,30,[],pomegranate
7.054313822999999,7,23,35,30,['Increase N'],pomegranate
6.026999326,12,20,39,30,['Increase N'],pomegranate
5.7794274020000005,4,19,43,30,"['Increase ph', 'Increase N']",pomegranate
6.535244251,3,9,45,30,"['Increase N', 'Increase P']",pomegranate
5.684995235,1,27,36,30,"['Increase ph', 'Increase N']",pomegranate
6.12476108,23,30,44,30,[],pomegranate
6.999014379,24,21,42,30,[],pomegranate
6.277148771,13,30,37,30,['Increase N'],pomegranate
6.322396027000001,40,11,44,30,['Increase P'],pomegranate
5.956401828,21,9,40,30,"['Increase ph', 'Increase P']",pomegranate
6.591302797000001,3,27,44,30,['Increase N'],pomegranate
7.104094929,40,29,42,30,[],pomegranate
6.407872061,14,25,40,30,['Increase N'],pomegranate
6.658402594,38,14,37,30,['Increase P'],pomegranate
6.276038961,34,9,36,30,['Increase P'],pomegranate
6.825256236,32,14,37,30,['Increase P'],pomegranate
6.368560522,18,21,35,30,['Increase N'],pomegranate
7.005410734,8,23,38,30,['Increase N'],pomegranate
6.8973684770000006,15,6,41,30,"['Increase N', 'Increase P']",pomegranate
6.152906502,0,5,36,30,"['Increase N', 'Increase P']",pomegranate
5.744361602000001,22,9,44,30,"['Increase ph', 'Increase P']",pomegranate
7.051654924,14,8,43,30,"['Increase N', 'Increase P']",pomegranate
6.034612928,31,11,45,30,['Increase P'],pomegranate
6.9244907310000015,39,17,45,30,[],pomegranate
6.887005997,10,5,42,30,"['Increase N', 'Increase P']",pomegranate
6.8444019,8,28,38,30,['Increase N'],pomegranate
5.786058032000001,32,13,42,30,"['Increase ph', 'Increase P']",pomegranate
5.627186257000001,18,9,40,30,"['Increase ph', 'Increase N', 'Increase P']",pomegranate
5.700088663,20,27,41,30,['Increase ph'],pomegranate
5.567805185,39,25,36,30,['Increase ph'],pomegranate
6.077886012,20,7,45,30,['Increase P'],pomegranate
6.397995609,11,10,45,30,"['Increase N', 'Increase P']",pomegranate
5.767372539,40,18,43,30,['Increase ph'],pomegranate
7.079973241,3,26,39,30,['Increase N'],pomegranate
5.893332377999999,9,16,36,30,"['Increase ph', 'Increase N']",pomegranate
7.058222596,30,20,38,30,[],pomegranate
5.78270695,40,9,41,30,"['Increase ph', 'Increase P']",pomegranate
6.269663962999999,40,30,35,30,[],pomegranate
5.892913826,32,25,35,30,['Increase ph'],pomegranate
7.116538883,33,23,45,30,[],pomegranate
6.430163481,4,14,41,30,"['Increase N', 'Increase P']",pomegranate
7.159520979,13,17,45,30,['Increase N'],pomegranate
6.431265737,39,24,39,30,[],pomegranate
6.082571701,8,28,37,30,['Increase N'],pomegranate
6.149934034,91,94,46,30,"['Reduce N', 'Reduce P']",banana
5.849076099,105,95,50,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.276800323,108,92,53,30,"['Reduce N', 'Reduce P']",banana
5.926824754,86,76,54,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.519088423,80,77,49,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.079178787999999,93,94,53,30,"['Reduce N', 'Reduce P']",banana
6.13465588,90,92,55,30,"['Reduce N', 'Reduce P']",banana
5.808497603999999,108,89,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.891458107,108,88,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.816622478999999,105,77,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.8431631610000005,118,88,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.376756632999999,101,87,54,30,"['Reduce N', 'Reduce P']",banana
5.623615687000001,95,75,50,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.91505509,106,85,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.458714879,86,95,49,30,"['Reduce N', 'Reduce P']",banana
5.565028635,83,79,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.211833161,85,95,47,30,"['Reduce N', 'Reduce P']",banana
6.490074429,109,79,45,30,"['Reduce N', 'Reduce P']",banana
5.590236025,100,76,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.225225238999999,117,86,48,30,"['Reduce N', 'Reduce P']",banana
6.190757458999999,114,94,53,30,"['Reduce N', 'Reduce P']",banana
5.915568968,110,78,50,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.195152442,94,70,48,30,"['Reduce N', 'Reduce P']",banana
6.156373499,80,71,47,30,"['Reduce N', 'Reduce P']",banana
6.313197204,114,79,51,30,"['Reduce N', 'Reduce P']",banana
6.324270089,88,78,45,30,"['Reduce N', 'Reduce P']",banana
5.7074889870000005,112,73,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.119216009,117,76,47,30,"['Reduce N', 'Reduce P']",banana
5.571401169,111,87,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.63127166,89,83,47,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.101241579,93,91,47,30,"['Reduce N', 'Reduce P']",banana
6.438137278999998,92,81,52,30,"['Reduce N', 'Reduce P']",banana
6.098369122,105,74,45,30,"['Reduce N', 'Reduce P']",banana
5.695267822000001,102,71,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.6180944460000015,94,91,51,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.435785799,116,71,47,30,"['Reduce N', 'Reduce P']",banana
6.176644228,117,79,49,30,"['Reduce N', 'Reduce P']",banana
6.220643671,119,72,55,30,"['Reduce N', 'Reduce P']",banana
5.8717022110000014,99,73,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.390741836,91,84,52,30,"['Reduce N', 'Reduce P']",banana
6.21084479,80,90,47,30,"['Reduce N', 'Reduce P']",banana
6.012696655,101,70,48,30,"['Reduce N', 'Reduce P']",banana
5.908770059,108,89,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.049801781,100,80,52,30,"['Reduce N', 'Reduce P']",banana
6.010095852999999,109,91,53,30,"['Reduce N', 'Reduce P']",banana
5.738678895,82,78,46,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.74055541,106,70,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.793260262,90,86,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.50947065,83,95,50,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.986442306,119,90,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.790768046,107,72,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.915546415,116,81,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.242528277999999,101,75,50,30,"['Reduce N', 'Reduce P']",banana
6.0360792660000016,93,81,50,30,"['Reduce N', 'Reduce P']",banana
5.829898502000001,95,75,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.088064451,107,71,55,30,"['Reduce N', 'Reduce P']",banana
6.469370954,83,94,47,30,"['Reduce N', 'Reduce P']",banana
5.720726906,102,73,54,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.80766417,86,79,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.703381727999999,117,86,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.165001277999999,111,79,53,30,"['Reduce N', 'Reduce P']",banana
6.002481605,95,74,50,30,"['Reduce N', 'Reduce P']",banana
6.212369363,91,75,55,30,"['Reduce N', 'Reduce P']",banana
5.765308943,93,83,46,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.740764682000001,92,85,51,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.879119455,104,80,54,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.099478745,103,72,51,30,"['Reduce N', 'Reduce P']",banana
5.674403358999999,92,75,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.694243847,93,85,49,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.905494703,120,87,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.110844721,108,72,46,30,"['Reduce N', 'Reduce P']",banana
6.020445317,105,88,54,30,"['Reduce N', 'Reduce P']",banana
6.435917308,98,79,50,30,"['Reduce N', 'Reduce P']",banana
5.505393832999999,111,88,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.677719902000001,97,74,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.719014989,95,82,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.275572297999999,89,91,55,30,"['Reduce N', 'Reduce P']",banana
6.275384607,89,85,55,30,"['Reduce N', 'Reduce P']",banana
6.201911642000001,118,88,51,30,"['Reduce N', 'Reduce P']",banana
5.758054257,101,92,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.3239336470000005,99,92,47,30,"['Reduce N', 'Reduce P']",banana
5.901100841,82,77,46,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.644486582000001,90,86,55,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.235461772000001,95,88,52,30,"['Reduce N', 'Reduce P']",banana
6.28236237,104,73,46,30,"['Reduce N', 'Reduce P']",banana
6.356090905,102,73,52,30,"['Reduce N', 'Reduce P']",banana
5.837258235,100,74,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.653437902,94,89,48,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.727469947,99,70,46,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.200111067999999,112,87,48,30,"['Reduce N', 'Reduce P']",banana
5.614471478,117,82,45,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.257369799,96,86,51,30,"['Reduce N', 'Reduce P']",banana
6.037430836,113,85,45,30,"['Reduce N', 'Reduce P']",banana
5.760457558,105,93,46,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.1581644220000005,85,89,51,30,"['Reduce N', 'Reduce P']",banana
6.387431382999999,108,94,47,30,"['Reduce N', 'Reduce P']",banana
5.891413895,92,81,52,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.725418961,110,71,54,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
6.281069505,82,75,55,30,"['Reduce N', 'Reduce P']",banana
5.507641777999999,117,81,53,30,"['Increase ph', 'Reduce N', 'Reduce P']",banana
5.954626604,2,40,27,30,"['Increase ph', 'Increase N']",mango
4.757114897,39,24,31,30,['Increase ph'],mango
5.6995869720000005,21,26,27,30,['Increase ph'],mango
5.977413802999999,25,22,25,30,['Increase ph'],mango
6.430139436,0,21,32,30,['Increase N'],mango
6.113935087000001,20,19,35,30,[],mango
5.074272692,19,21,34,30,"['Increase ph', 'Increase N']",mango
5.667507706,18,17,31,30,"['Increase ph', 'Increase N']",mango
5.978634285,11,36,33,30,"['Increase ph', 'Increase N']",mango
5.064613314,30,28,30,30,['Increase ph'],mango
4.772385986000001,18,19,27,30,"['Increase ph', 'Increase N']",mango
5.161148592,23,23,27,30,['Increase ph'],mango
6.797779227,37,30,34,30,[],mango
6.39474303,11,27,30,30,['Increase N'],mango
5.566704378,12,19,31,30,"['Increase ph', 'Increase N']",mango
5.755049971,3,28,33,30,"['Increase ph', 'Increase N']",mango
5.417340525,37,38,32,30,['Increase ph'],mango
6.166173833999999,26,37,30,30,[],mango
5.191265116,14,18,30,30,"['Increase ph', 'Increase N']",mango
4.954739564,40,16,35,30,['Increase ph'],mango
5.664587011,4,20,25,30,"['Increase ph', 'Increase N']",mango
5.548584852,36,25,33,30,['Increase ph'],mango
6.804437106,30,17,31,30,[],mango
6.097869767000001,28,37,28,30,[],mango
5.075504537,38,15,30,30,['Increase ph'],mango
4.546466109,12,37,30,30,"['Increase ph', 'Increase N']",mango
5.855119267999999,38,19,31,30,['Increase ph'],mango
6.442393461,8,33,29,30,['Increase N'],mango
4.507523551,15,27,28,30,"['Increase ph', 'Increase N']",mango
6.10729559,34,16,25,30,[],mango
6.47544932,11,36,31,30,['Increase N'],mango
6.832979508999999,33,29,34,30,[],mango
5.395275719,12,31,26,30,"['Increase ph', 'Increase N']",mango
6.13526938,12,34,28,30,['Increase N'],mango
4.555688532,5,16,31,30,"['Increase ph', 'Increase N']",mango
6.4341977560000005,1,30,29,30,['Increase N'],mango
5.316875978000001,16,35,31,30,"['Increase ph', 'Increase N']",mango
5.279388967,35,18,26,30,['Increase ph'],mango
6.720041791,4,40,26,30,['Increase N'],mango
5.72742254,9,29,34,30,"['Increase ph', 'Increase N']",mango
4.691396195,2,38,33,30,"['Increase ph', 'Increase N']",mango
6.810186079,26,32,32,30,[],mango
6.454045329,34,38,31,30,[],mango
5.842763773,5,32,33,30,"['Increase ph', 'Increase N']",mango
5.024124683999999,31,29,26,30,['Increase ph'],mango
6.422710539,34,34,35,30,[],mango
4.94295037,36,19,32,30,['Increase ph'],mango
6.414526606,7,17,26,30,['Increase N'],mango
6.777788126,38,15,27,30,[],mango
6.441328044,5,19,25,30,['Increase N'],mango
4.650536197,37,36,26,30,['Increase ph'],mango
5.254532213,21,31,32,30,['Increase ph'],mango
5.910634533,37,36,27,30,['Increase ph'],mango
4.755273631000001,23,23,30,30,['Increase ph'],mango
6.814630246,36,26,26,30,[],mango
5.342866119,24,33,35,30,['Increase ph'],mango
6.336234623999999,26,18,30,30,[],mango
4.754435025,22,17,26,30,['Increase ph'],mango
6.831706773,11,34,32,30,['Increase N'],mango
6.9674177660000005,29,35,28,30,[],mango
4.947683034,22,28,26,30,['Increase ph'],mango
5.630619901,23,24,32,30,['Increase ph'],mango
6.27339822,1,35,34,30,['Increase N'],mango
6.472774648,2,24,34,30,['Increase N'],mango
6.953246506,39,37,25,30,[],mango
5.6437102160000014,15,36,27,30,"['Increase ph', 'Increase N']",mango
6.392313972999999,3,18,31,30,['Increase N'],mango
4.981816523,8,38,32,30,"['Increase ph', 'Increase N']",mango
5.421265282999999,33,31,34,30,['Increase ph'],mango
6.942520105,14,29,32,30,['Increase N'],mango
5.435840509,18,20,26,30,"['Increase ph', 'Increase N']",mango
5.870116071,9,21,32,30,"['Increase ph', 'Increase N']",mango
4.74910393,20,30,27,30,['Increase ph'],mango
5.497946899,9,38,25,30,"['Increase ph', 'Increase N']",mango
6.811291098,26,24,34,30,[],mango
6.460542749,31,36,29,30,[],mango
4.791146778,14,18,35,30,"['Increase ph', 'Increase N']",mango
6.4841522000000005,40,16,35,30,[],mango
6.526654345,28,27,34,30,[],mango
6.279133738,0,17,30,30,['Increase N'],mango
6.052026047000001,1,29,29,30,['Increase N'],mango
5.73171945,2,36,31,30,"['Increase ph', 'Increase N']",mango
5.32307197,12,27,26,30,"['Increase ph', 'Increase N']",mango
4.66910839,7,28,35,30,"['Increase ph', 'Increase N']",mango
5.101206389,0,36,26,30,"['Increase ph', 'Increase N']",mango
5.339556562,26,35,31,30,['Increase ph'],mango
5.061081874,27,21,30,30,['Increase ph'],mango
5.8211060360000015,22,38,31,30,['Increase ph'],mango
5.956027059,22,18,31,30,['Increase ph'],mango
5.676032581,28,23,28,30,['Increase ph'],mango
